task_id,asset_id,department,maintenance_type,corridor_id,section_id,task_date,deadline,risk_score,priority_score,required_duration_minutes,required_team_size,preferred_start_minute,max_delay_tolerance_minutes,can_bundle
TASK-004574,AST-086453,Electrical / TRD,Catenary Repair,COR-004,SEC-0036,2027-06-24,2027-06-25,49.1,34.3,129,3,60,15,Yes
TASK-004575,AST-131660,Track / Civil Engineering,Rail Inspection,COR-017,SEC-0170,2028-10-10,2028-10-13,85.6,83.0,159,4,502,30,Yes
TASK-004576,AST-031883,Track / Civil Engineering,Turnout Maintenance,COR-013,SEC-0128,2025-12-12,2025-12-14,99.0,95.1,165,5,0,30,Yes
TASK-004577,AST-069024,Track / Civil Engineering,Rail Grinding,COR-011,SEC-0107,2026-12-21,2026-12-28,80.8,65.1,172,2,1380,30,Yes
TASK-004578,AST-110227,Electrical / TRD,Switchgear Inspection,COR-014,SEC-0132,2028-02-24,2028-03-09,39.9,32.6,175,6,120,60,No
TASK-004579,AST-066869,Electrical / TRD,Catenary Repair,COR-006,SEC-0051,2026-12-03,2026-12-04,58.3,40.3,163,2,60,120,Yes
TASK-004580,AST-109920,Track / Civil Engineering,Turnout Maintenance,COR-018,SEC-0175,2028-03-01,2028-03-08,82.5,77.9,176,2,1365,15,Yes
TASK-004581,AST-036506,Track / Civil Engineering,Turnout Maintenance,COR-013,SEC-0123,2026-01-28,2026-02-04,74.5,66.0,106,3,120,60,No
TASK-004582,AST-008027,Mechanical / Rolling Stock,Traction Motor Inspection,COR-008,SEC-0078,2025-04-04,2025-04-14,79.8,66.4,72,2,180,15,No
TASK-004583,AST-086601,Mechanical / Rolling Stock,Bearing Inspection,COR-013,SEC-0129,2027-06-26,2027-07-01,87.2,85.7,102,4,507,30,Yes
TASK-004584,AST-064038,Track / Civil Engineering,Ballast Tamping,COR-005,SEC-0050,2026-11-08,2026-11-22,87.7,84.8,74,2,607,60,Yes
TASK-004585,AST-095904,Track / Civil Engineering,Bridge Inspection,COR-005,SEC-0041,2027-09-29,2027-10-01,58.9,44.7,149,2,1378,30,Yes
TASK-004586,AST-020098,Track / Civil Engineering,Bridge Inspection,COR-016,SEC-0160,2025-07-30,2025-08-04,56.6,42.9,141,6,487,30,Yes
TASK-004587,AST-124695,Track / Civil Engineering,Sleeper Replacement,COR-011,SEC-0109,2028-07-23,2028-07-24,99.0,93.2,106,6,0,120,Yes
TASK-004588,AST-089374,Track / Civil Engineering,Ballast Tamping,COR-014,SEC-0137,2027-07-29,2027-08-05,44.0,37.7,187,3,1320,30,Yes
TASK-004589,AST-099204,Mechanical / Rolling Stock,Wheelset Inspection,COR-009,SEC-0086,2027-11-09,2027-11-10,60.1,47.0,131,6,1380,0,Yes
TASK-004590,AST-030059,Track / Civil Engineering,Rail Grinding,COR-017,SEC-0163,2025-11-19,2025-11-29,82.9,72.7,180,5,297,120,Yes
TASK-004591,AST-048656,Mechanical / Rolling Stock,Axle Inspection,COR-010,SEC-0100,2026-05-28,2026-06-07,77.2,61.5,110,5,180,30,Yes
TASK-004592,AST-115637,Track / Civil Engineering,Rail Inspection,COR-012,SEC-0119,2028-04-21,2028-04-24,99.0,94.5,176,2,0,30,No
TASK-004593,AST-046057,Track / Civil Engineering,Rail Inspection,COR-017,SEC-0162,2026-04-27,2026-05-02,99.0,86.3,119,3,1380,15,Yes
TASK-004594,AST-144385,Electrical / TRD,OHE Inspection,COR-013,SEC-0127,2029-02-24,2029-02-27,59.7,51.4,78,2,127,30,Yes
TASK-004595,AST-049447,Track / Civil Engineering,Bridge Inspection,COR-007,SEC-0065,2026-06-05,2026-06-07,90.4,86.2,135,6,601,15,No
TASK-004596,AST-059766,Track / Civil Engineering,Rail Grinding,COR-019,SEC-0185,2026-09-25,2026-09-30,68.6,50.9,220,3,1060,0,Yes
TASK-004597,AST-044462,Track / Civil Engineering,Bridge Inspection,COR-020,SEC-0194,2026-04-19,2026-04-24,86.4,85.4,86,5,109,30,Yes
TASK-004598,AST-058669,Mechanical / Rolling Stock,Traction Motor Inspection,COR-017,SEC-0165,2026-09-09,2026-09-19,66.2,51.1,101,3,1392,30,Yes
TASK-004599,AST-020672,Electrical / TRD,Feeder Maintenance,COR-019,SEC-0186,2025-08-05,2025-08-08,58.3,44.0,158,6,1320,30,Yes
TASK-004600,AST-128785,Mechanical / Rolling Stock,Bearing Inspection,COR-009,SEC-0081,2028-09-16,2028-09-26,71.6,63.5,82,5,120,15,Yes
TASK-004601,AST-004478,Electrical / TRD,Feeder Maintenance,COR-004,SEC-0037,2025-02-17,2025-02-27,90.1,89.0,143,3,493,30,Yes
TASK-004602,AST-091597,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-004,SEC-0033,2027-08-17,2027-08-24,99.0,86.9,202,2,60,120,Yes
TASK-004603,AST-072772,Electrical / TRD,Transformer Inspection,COR-014,SEC-0139,2027-02-09,2027-02-12,49.6,42.5,104,4,1380,60,No
TASK-004604,AST-102857,Electrical / TRD,Switchgear Inspection,COR-019,SEC-0184,2027-12-22,2027-12-27,85.9,85.9,63,5,536,60,Yes
TASK-004605,AST-108125,Track / Civil Engineering,Sleeper Replacement,COR-013,SEC-0125,2028-02-14,2028-02-28,99.0,91.6,156,6,945,15,Yes
TASK-004606,AST-129234,Electrical / TRD,Switchgear Inspection,COR-017,SEC-0162,2028-09-14,2028-09-19,78.4,69.5,101,5,1380,30,No
TASK-004607,AST-099568,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-020,SEC-0198,2027-11-18,2027-11-21,76.1,60.5,107,2,0,15,Yes
TASK-004608,AST-057927,Track / Civil Engineering,Rail Grinding,COR-003,SEC-0029,2026-08-30,2026-09-02,80.9,67.8,134,3,125,15,Yes
TASK-004609,AST-006599,Mechanical / Rolling Stock,Bearing Inspection,COR-011,SEC-0103,2025-03-19,2025-03-26,63.7,54.0,82,2,544,15,Yes
TASK-004610,AST-085604,Track / Civil Engineering,Rail Inspection,COR-001,SEC-0006,2027-06-18,2027-06-25,99.0,100.0,241,2,240,15,Yes
TASK-004611,AST-087776,Electrical / TRD,OHE Inspection,COR-003,SEC-0027,2027-07-08,2027-07-18,71.5,60.0,54,5,172,0,Yes
TASK-004612,AST-140530,Signal & Telecommunications (S&T),Telecom Inspection,COR-017,SEC-0162,2029-01-05,2029-01-06,81.9,69.6,178,2,1320,30,No
TASK-004613,AST-070223,Track / Civil Engineering,Rail Grinding,COR-004,SEC-0037,2027-01-10,2027-01-20,69.3,56.2,172,5,180,15,Yes
TASK-004614,AST-010992,Electrical / TRD,Feeder Maintenance,COR-016,SEC-0160,2025-04-28,2025-04-30,70.8,64.2,134,4,0,0,Yes
TASK-004615,AST-107691,Track / Civil Engineering,Rail Grinding,COR-002,SEC-0020,2028-02-07,2028-02-12,99.0,90.1,194,6,120,60,Yes
TASK-004616,AST-009081,Track / Civil Engineering,Ballast Tamping,COR-018,SEC-0175,2025-04-10,2025-04-11,57.8,44.8,160,5,1380,60,Yes
TASK-004617,AST-092875,Electrical / TRD,Switchgear Inspection,COR-017,SEC-0165,2027-08-31,2027-09-07,94.2,95.8,83,4,0,30,Yes
TASK-004618,AST-038034,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-006,SEC-0058,2026-02-15,2026-02-18,63.3,54.1,67,6,1334,30,Yes
TASK-004619,AST-091406,Mechanical / Rolling Stock,Traction Motor Inspection,COR-017,SEC-0166,2027-08-22,2027-08-29,79.2,70.3,98,2,180,120,Yes
TASK-004620,AST-046546,Mechanical / Rolling Stock,Axle Inspection,COR-005,SEC-0043,2026-05-13,2026-05-18,70.8,63.8,128,3,180,30,Yes
TASK-004621,AST-063548,Track / Civil Engineering,Rail Grinding,COR-020,SEC-0191,2026-10-30,2026-11-06,84.8,72.0,197,6,1380,60,Yes
TASK-004622,AST-027516,Track / Civil Engineering,Bridge Inspection,COR-017,SEC-0168,2025-10-25,2025-11-04,97.8,87.9,228,2,0,30,Yes
TASK-004623,AST-079807,Electrical / TRD,Substation Maintenance,COR-006,SEC-0053,2027-04-21,2027-04-24,73.4,65.6,151,4,480,60,No
TASK-004624,AST-026362,Track / Civil Engineering,Ballast Tamping,COR-012,SEC-0120,2025-10-04,2025-10-05,69.8,48.0,128,3,60,0,Yes
TASK-004625,AST-120026,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-005,SEC-0049,2028-06-13,2028-06-23,64.3,53.5,155,4,1320,15,Yes
TASK-004626,AST-147237,Track / Civil Engineering,Turnout Maintenance,COR-016,SEC-0157,2029-03-23,2029-03-25,99.0,93.5,110,2,1047,30,Yes
TASK-004627,AST-051234,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-010,SEC-0095,2026-06-20,2026-06-21,66.6,50.9,102,3,60,15,No
TASK-004628,AST-123960,Signal & Telecommunications (S&T),Signal Inspection,COR-019,SEC-0185,2028-07-20,2028-07-27,39.9,34.7,95,6,180,30,Yes
TASK-004629,AST-068317,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-004,SEC-0034,2026-12-20,2026-12-27,97.4,90.7,174,5,146,15,Yes
TASK-004630,AST-039829,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-016,SEC-0157,2026-02-22,2026-03-01,94.1,89.1,111,2,158,0,Yes
TASK-004631,AST-031398,Track / Civil Engineering,Turnout Maintenance,COR-020,SEC-0198,2025-12-04,2025-12-05,62.4,52.0,188,6,180,60,Yes
TASK-004632,AST-033217,Electrical / TRD,Substation Maintenance,COR-014,SEC-0131,2025-12-19,2025-12-24,93.1,91.6,96,4,689,30,Yes
TASK-004633,AST-020506,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-018,SEC-0175,2025-08-10,2025-08-15,54.3,45.4,114,6,60,30,No
TASK-004634,AST-125937,Track / Civil Engineering,Ballast Tamping,COR-005,SEC-0042,2028-08-08,2028-08-22,77.4,63.8,149,6,1380,15,No
TASK-004635,AST-009201,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-011,SEC-0104,2025-04-14,2025-04-17,72.4,66.4,141,6,1320,0,Yes
TASK-004636,AST-019947,Signal & Telecommunications (S&T),Relay Testing,COR-018,SEC-0174,2025-08-07,2025-08-17,83.3,64.1,45,6,1320,60,Yes
TASK-004637,AST-049798,Track / Civil Engineering,Rail Grinding,COR-016,SEC-0153,2026-06-04,2026-06-11,73.6,62.1,152,2,60,30,Yes
TASK-004638,AST-145484,Electrical / TRD,Feeder Maintenance,COR-004,SEC-0036,2029-03-05,2029-03-06,61.5,43.4,126,4,60,30,Yes
TASK-004639,AST-024904,Electrical / TRD,Transformer Inspection,COR-001,SEC-0003,2025-09-19,2025-09-26,71.7,63.6,130,2,687,15,Yes
TASK-004640,AST-025254,Track / Civil Engineering,Bridge Inspection,COR-020,SEC-0195,2025-09-26,2025-10-06,99.0,99.6,100,6,1320,60,No
TASK-004641,AST-043531,Electrical / TRD,Substation Maintenance,COR-017,SEC-0169,2026-04-09,2026-04-14,75.4,64.7,158,5,120,60,Yes
TASK-004642,AST-118808,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-015,SEC-0143,2028-05-25,2028-05-27,80.4,68.0,88,5,180,60,No
TASK-004643,AST-056394,Track / Civil Engineering,Ballast Tamping,COR-003,SEC-0023,2026-08-23,2026-08-26,65.5,49.3,184,3,0,15,Yes
TASK-004644,AST-145461,Track / Civil Engineering,Rail Grinding,COR-014,SEC-0135,2029-03-06,2029-03-08,69.9,52.5,126,2,1320,30,Yes
TASK-004645,AST-123279,Track / Civil Engineering,Rail Inspection,COR-015,SEC-0144,2028-07-10,2028-07-17,86.6,82.3,187,4,1320,15,Yes
TASK-004646,AST-062462,Track / Civil Engineering,Turnout Maintenance,COR-002,SEC-0012,2026-10-23,2026-11-02,86.1,84.9,135,5,60,60,Yes
TASK-004647,AST-127660,Electrical / TRD,Switchgear Inspection,COR-020,SEC-0193,2028-09-05,2028-09-19,76.4,63.1,121,2,180,0,Yes
TASK-004648,AST-063813,Track / Civil Engineering,Rail Inspection,COR-002,SEC-0017,2026-10-31,2026-11-03,99.0,90.6,161,4,0,0,Yes
TASK-004649,AST-039866,Track / Civil Engineering,Bridge Inspection,COR-017,SEC-0167,2026-02-23,2026-02-26,59.4,46.0,107,3,262,30,Yes
TASK-004650,AST-097606,Track / Civil Engineering,Sleeper Replacement,COR-018,SEC-0178,2027-10-27,2027-11-10,99.0,91.8,112,6,1380,60,Yes
TASK-004651,AST-132677,Track / Civil Engineering,Rail Grinding,COR-020,SEC-0196,2028-10-24,2028-10-25,84.2,68.7,164,4,120,30,Yes
TASK-004652,AST-102580,Mechanical / Rolling Stock,Wheelset Inspection,COR-005,SEC-0045,2027-12-16,2027-12-23,62.9,45.4,166,3,1380,30,Yes
TASK-004653,AST-132024,Electrical / TRD,Transformer Inspection,COR-005,SEC-0047,2028-10-19,2028-11-02,98.1,98.4,151,5,180,30,Yes
TASK-004654,AST-019281,Track / Civil Engineering,Bridge Inspection,COR-002,SEC-0011,2025-08-01,2025-08-15,88.1,83.9,115,4,60,0,No
TASK-004655,AST-025847,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-014,SEC-0134,2025-10-08,2025-10-15,98.8,91.8,126,2,120,15,Yes
TASK-004656,AST-066635,Electrical / TRD,OHE Inspection,COR-004,SEC-0038,2026-11-28,2026-12-05,67.9,53.5,168,2,960,120,No
TASK-004657,AST-077465,Track / Civil Engineering,Sleeper Replacement,COR-008,SEC-0075,2027-03-29,2027-04-12,66.7,52.1,150,3,0,30,Yes
TASK-004658,AST-124080,Track / Civil Engineering,Sleeper Replacement,COR-020,SEC-0195,2028-07-20,2028-07-21,53.9,44.5,185,2,57,60,Yes
TASK-004659,AST-051088,Track / Civil Engineering,Sleeper Replacement,COR-013,SEC-0129,2026-06-23,2026-06-28,61.8,47.8,157,3,422,0,Yes
TASK-004660,AST-056870,Track / Civil Engineering,Rail Inspection,COR-003,SEC-0024,2026-08-22,2026-08-24,82.1,77.2,157,4,430,0,Yes
TASK-004661,AST-097830,Track / Civil Engineering,Ballast Tamping,COR-017,SEC-0169,2027-10-29,2027-11-12,84.2,75.3,205,2,120,30,No
TASK-004662,AST-090010,Track / Civil Engineering,Rail Inspection,COR-011,SEC-0107,2027-08-08,2027-08-11,92.2,85.7,115,4,678,30,Yes
TASK-004663,AST-062720,Track / Civil Engineering,Rail Inspection,COR-004,SEC-0036,2026-10-26,2026-11-05,62.1,46.3,171,2,1320,15,No
TASK-004664,AST-119443,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-020,SEC-0196,2028-05-31,2028-06-03,60.6,46.3,137,2,683,15,Yes
TASK-004665,AST-103108,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-020,SEC-0197,2027-12-15,2027-12-17,51.5,38.1,88,3,1380,0,Yes
TASK-004666,AST-124407,Electrical / TRD,Substation Maintenance,COR-013,SEC-0130,2028-07-24,2028-08-07,93.0,85.3,141,3,358,0,No
TASK-004667,AST-123529,Electrical / TRD,Switchgear Inspection,COR-005,SEC-0050,2028-07-13,2028-07-23,74.6,70.6,119,3,970,60,Yes
TASK-004668,AST-095347,Track / Civil Engineering,Turnout Maintenance,COR-004,SEC-0032,2027-09-25,2027-09-27,99.0,98.1,138,4,1438,15,Yes
TASK-004669,AST-003321,Electrical / TRD,Feeder Maintenance,COR-020,SEC-0196,2025-02-15,2025-02-16,71.2,65.0,79,6,1380,30,No
TASK-004670,AST-139584,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-013,SEC-0129,2029-01-06,2029-01-16,76.6,62.5,167,2,410,60,Yes
TASK-004671,AST-053118,Electrical / TRD,Catenary Repair,COR-005,SEC-0041,2026-07-13,2026-07-23,86.9,83.4,120,2,180,15,Yes
TASK-004672,AST-024300,Signal & Telecommunications (S&T),Telecom Inspection,COR-017,SEC-0169,2025-09-14,2025-09-21,61.2,43.5,134,3,0,30,Yes
TASK-004673,AST-053687,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-012,SEC-0111,2026-07-24,2026-08-03,99.0,96.8,134,6,180,15,Yes
TASK-004674,AST-049454,Electrical / TRD,Substation Maintenance,COR-019,SEC-0183,2026-06-13,2026-06-15,90.2,88.7,84,6,1326,30,Yes
TASK-004675,AST-082284,Track / Civil Engineering,Turnout Maintenance,COR-016,SEC-0153,2027-05-22,2027-06-01,60.5,45.4,164,3,193,30,Yes
TASK-004676,AST-099984,Track / Civil Engineering,Rail Inspection,COR-002,SEC-0018,2027-11-10,2027-11-11,99.0,97.2,191,2,858,15,Yes
TASK-004677,AST-025977,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-005,SEC-0050,2025-10-07,2025-10-12,69.8,54.7,135,6,120,60,Yes
TASK-004678,AST-084461,Track / Civil Engineering,Turnout Maintenance,COR-011,SEC-0102,2027-06-06,2027-06-08,59.1,50.1,130,3,1380,15,Yes
TASK-004679,AST-108667,Track / Civil Engineering,Rail Grinding,COR-003,SEC-0026,2028-02-18,2028-02-25,90.8,84.9,133,2,1380,30,No
TASK-004680,AST-010955,Track / Civil Engineering,Sleeper Replacement,COR-014,SEC-0132,2025-05-08,2025-05-10,99.0,94.8,176,3,1380,60,Yes
TASK-004681,AST-076760,Mechanical / Rolling Stock,Traction Motor Inspection,COR-012,SEC-0120,2027-03-20,2027-03-25,91.2,86.5,153,6,1368,30,Yes
TASK-004682,AST-087066,Track / Civil Engineering,Bridge Inspection,COR-019,SEC-0187,2027-07-03,2027-07-05,94.3,90.7,151,3,120,15,Yes
TASK-004683,AST-047173,Signal & Telecommunications (S&T),Signal Inspection,COR-012,SEC-0111,2026-05-11,2026-05-21,69.8,53.1,70,5,1334,30,Yes
TASK-004684,AST-037594,Signal & Telecommunications (S&T),Relay Testing,COR-010,SEC-0092,2026-01-28,2026-02-11,61.8,45.5,172,3,1320,15,Yes
TASK-004685,AST-060451,Track / Civil Engineering,Rail Grinding,COR-016,SEC-0159,2026-10-06,2026-10-07,84.6,69.3,180,6,120,60,No
TASK-004686,AST-061547,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-004,SEC-0038,2026-10-05,2026-10-15,67.5,50.8,166,2,1407,0,Yes
TASK-004687,AST-003299,Mechanical / Rolling Stock,Bearing Inspection,COR-016,SEC-0152,2025-02-13,2025-02-15,72.7,59.8,97,2,180,60,Yes
TASK-004688,AST-135998,Signal & Telecommunications (S&T),Relay Testing,COR-013,SEC-0129,2028-12-01,2028-12-11,79.5,65.5,75,5,1320,15,No
TASK-004689,AST-115754,Mechanical / Rolling Stock,Brake Inspection,COR-003,SEC-0022,2028-04-24,2028-04-25,49.0,41.7,99,5,106,15,Yes
TASK-004690,AST-136217,Mechanical / Rolling Stock,Brake Inspection,COR-017,SEC-0169,2028-11-27,2028-11-30,64.6,47.2,88,2,1380,30,Yes
TASK-004691,AST-084206,Electrical / TRD,Transformer Inspection,COR-003,SEC-0028,2027-06-09,2027-06-23,76.4,63.2,110,5,36,15,Yes
TASK-004692,AST-101963,Mechanical / Rolling Stock,Brake Inspection,COR-020,SEC-0198,2027-12-08,2027-12-10,93.6,89.4,96,4,211,60,No
TASK-004693,AST-025787,Electrical / TRD,Catenary Repair,COR-012,SEC-0111,2025-10-01,2025-10-03,88.1,87.0,138,6,1167,15,No
TASK-004694,AST-014416,Track / Civil Engineering,Rail Inspection,COR-017,SEC-0164,2025-06-12,2025-06-19,73.0,61.7,111,3,1380,30,Yes
TASK-004695,AST-137948,Track / Civil Engineering,Bridge Inspection,COR-001,SEC-0008,2028-12-20,2028-12-21,68.9,51.2,173,3,120,30,Yes
TASK-004696,AST-023772,Mechanical / Rolling Stock,Axle Inspection,COR-010,SEC-0093,2025-09-19,2025-09-21,78.5,73.0,62,3,675,120,Yes
TASK-004697,AST-011067,Electrical / TRD,OHE Inspection,COR-010,SEC-0094,2025-04-27,2025-04-30,88.4,76.5,170,2,1320,15,Yes
TASK-004698,AST-014971,Electrical / TRD,Substation Maintenance,COR-013,SEC-0127,2025-06-11,2025-06-16,76.2,65.8,100,5,1320,0,No
TASK-004699,AST-139694,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-016,SEC-0154,2028-12-31,2029-01-03,87.5,85.6,136,5,180,0,Yes
TASK-004700,AST-060315,Track / Civil Engineering,Bridge Inspection,COR-020,SEC-0199,2026-09-23,2026-09-26,86.4,88.8,124,5,1380,30,Yes
TASK-004701,AST-015578,Electrical / TRD,Catenary Repair,COR-010,SEC-0098,2025-06-24,2025-07-01,90.0,86.8,146,5,0,15,Yes
TASK-004702,AST-016508,Signal & Telecommunications (S&T),Relay Testing,COR-016,SEC-0158,2025-07-05,2025-07-06,74.5,64.8,121,2,1380,120,Yes
TASK-004703,AST-095418,Electrical / TRD,Catenary Repair,COR-002,SEC-0018,2027-10-03,2027-10-05,66.4,50.8,121,5,24,30,Yes
TASK-004704,AST-077777,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-019,SEC-0182,2027-03-30,2027-04-04,62.1,50.9,129,3,1380,15,Yes
TASK-004705,AST-058260,Track / Civil Engineering,Sleeper Replacement,COR-017,SEC-0168,2026-09-07,2026-09-12,77.4,70.0,129,2,1380,30,Yes
TASK-004706,AST-012012,Track / Civil Engineering,Sleeper Replacement,COR-016,SEC-0155,2025-05-09,2025-05-12,75.5,64.1,171,4,180,0,Yes
TASK-004707,AST-014770,Track / Civil Engineering,Bridge Inspection,COR-008,SEC-0080,2025-06-08,2025-06-10,71.2,66.4,104,4,120,15,Yes
TASK-004708,AST-092642,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-014,SEC-0136,2027-08-25,2027-08-27,79.4,68.9,122,5,180,0,Yes
TASK-004709,AST-090846,Track / Civil Engineering,Ballast Tamping,COR-007,SEC-0066,2027-08-15,2027-08-29,85.7,82.1,128,5,180,30,Yes
TASK-004710,AST-057762,Mechanical / Rolling Stock,Traction Motor Inspection,COR-004,SEC-0038,2026-09-02,2026-09-04,99.0,97.4,154,2,531,15,No
TASK-004711,AST-049785,Electrical / TRD,Feeder Maintenance,COR-010,SEC-0092,2026-06-15,2026-06-29,49.8,43.3,168,4,180,30,Yes
TASK-004712,AST-021704,Mechanical / Rolling Stock,Brake Inspection,COR-011,SEC-0106,2025-08-28,2025-08-31,50.3,38.2,90,3,1371,60,Yes
TASK-004713,AST-076021,Track / Civil Engineering,Rail Inspection,COR-001,SEC-0007,2027-03-14,2027-03-28,97.4,91.2,141,2,1380,0,No
TASK-004714,AST-078926,Signal & Telecommunications (S&T),Relay Testing,COR-016,SEC-0158,2027-04-08,2027-04-10,79.8,67.7,135,5,430,15,No
TASK-004715,AST-129490,Track / Civil Engineering,Rail Inspection,COR-004,SEC-0038,2028-09-24,2028-09-26,99.0,86.5,172,6,0,30,Yes
TASK-004716,AST-032433,Track / Civil Engineering,Rail Inspection,COR-016,SEC-0155,2025-12-12,2025-12-14,75.3,62.3,164,3,60,0,No
TASK-004717,AST-147085,Track / Civil Engineering,Ballast Tamping,COR-018,SEC-0178,2029-03-22,2029-03-25,99.0,90.0,211,6,1380,30,Yes
TASK-004718,AST-075977,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-010,SEC-0096,2027-03-06,2027-03-09,60.2,47.3,162,3,60,30,Yes
TASK-004719,AST-084402,Signal & Telecommunications (S&T),Telecom Inspection,COR-001,SEC-0007,2027-06-07,2027-06-14,88.4,86.4,113,3,1320,30,Yes
TASK-004720,AST-063218,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-009,SEC-0082,2026-10-26,2026-10-28,84.5,67.7,133,6,1380,120,Yes
TASK-004721,AST-094587,Signal & Telecommunications (S&T),Relay Testing,COR-008,SEC-0071,2027-09-17,2027-09-19,99.0,87.5,45,4,505,0,Yes
TASK-004722,AST-141412,Electrical / TRD,Switchgear Inspection,COR-006,SEC-0055,2029-01-17,2029-01-20,92.3,90.7,166,6,180,30,Yes
TASK-004723,AST-129214,Track / Civil Engineering,Rail Grinding,COR-010,SEC-0097,2028-09-11,2028-09-18,99.0,95.1,220,5,0,15,Yes
TASK-004724,AST-082717,Track / Civil Engineering,Bridge Inspection,COR-017,SEC-0168,2027-05-22,2027-05-24,66.6,51.2,156,4,180,0,No
TASK-004725,AST-077925,Mechanical / Rolling Stock,Axle Inspection,COR-019,SEC-0188,2027-03-24,2027-03-29,82.2,67.5,87,4,1060,60,No
TASK-004726,AST-060036,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-007,SEC-0066,2026-10-02,2026-10-03,76.3,65.9,113,2,60,60,Yes
TASK-004727,AST-117373,Electrical / TRD,Feeder Maintenance,COR-017,SEC-0166,2028-05-13,2028-05-18,74.1,69.3,114,5,0,30,No
TASK-004728,AST-055943,Mechanical / Rolling Stock,Bearing Inspection,COR-019,SEC-0184,2026-08-12,2026-08-19,59.5,51.4,106,2,300,60,Yes
TASK-004729,AST-019463,Track / Civil Engineering,Ballast Tamping,COR-019,SEC-0189,2025-07-26,2025-08-05,99.0,92.8,177,6,90,30,Yes
TASK-004730,AST-015260,Electrical / TRD,Transformer Inspection,COR-012,SEC-0119,2025-06-18,2025-07-02,90.7,87.0,164,6,605,15,Yes
TASK-004731,AST-084663,Mechanical / Rolling Stock,Wheelset Inspection,COR-002,SEC-0013,2027-06-07,2027-06-12,54.7,43.2,157,2,426,30,No
TASK-004732,AST-028335,Track / Civil Engineering,Sleeper Replacement,COR-003,SEC-0030,2025-11-01,2025-11-02,99.0,88.7,216,3,95,30,Yes
TASK-004733,AST-006860,Track / Civil Engineering,Rail Grinding,COR-006,SEC-0052,2025-03-27,2025-04-10,99.0,92.1,113,6,459,120,Yes
TASK-004734,AST-027854,Mechanical / Rolling Stock,Axle Inspection,COR-011,SEC-0107,2025-10-26,2025-11-09,67.0,50.1,94,6,685,15,Yes
TASK-004735,AST-111348,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-009,SEC-0085,2028-03-18,2028-03-19,85.8,83.7,139,2,180,15,Yes
TASK-004736,AST-064363,Signal & Telecommunications (S&T),Signal Inspection,COR-005,SEC-0042,2026-11-13,2026-11-20,80.8,70.9,63,6,60,60,Yes
TASK-004737,AST-044617,Mechanical / Rolling Stock,Wheelset Inspection,COR-017,SEC-0161,2026-04-19,2026-04-26,49.5,46.7,74,6,709,15,No
